질병명,상세 정보
가와사키병 (소아청소년과),"고열, 눈 충혈, 입술이 붉어지거나 갈라짐, 작은 붉은 점이 있는 혀의 발적, 몸통과 팔다리의 발진, 손바닥 및 발바닥의 부종과 발적, 목의 림프절 염증 등의 증상이 나타납니다. 어린이의 약 50%가 발병 10일 후 심장 관련 증상(빈맥, 부정맥)을 보입니다."
가와사키병 (소아청소년과),"진단은 임상 기준에 따라 이루어집니다. 혈액 검사, 심전도 검사 및 심장 초음파 검사를 진행해야 할 수도 있습니다."
가와사키병 (소아청소년과),"치료를 위해서는 완전한 휴식을 취하고 아세틸살리실산, 면역글로불린 또는 면역억제제를 투여해야 합니다. 특히 증상이 시작된 후 처음 10일 동안 치료하면 질병이 호전되는 경우가 많습니다."
각막찰과상 - 각막 이물,각막으로 알려진 눈의 앞부분에 생긴 손상을 각막 찰과상이라고 합니다. 모든 연령대의 사람들에게 증상이 나타날 수 있는 일반적인 안구 응급 상황입니다.
각막찰과상 - 각막 이물,"일반적으로 눈에 먼지나 기타 이물질이 들어간 경우에 발생하거나 콘택트렌즈, 직접적인 외상 등과 같은 외상으로 인해 발생합니다."
각막찰과상 - 각막 이물,"일반적인 증상으로는 눈 통증, 이물감, 눈물분비, 눈 충혈 등이 있습니다."
각막찰과상 - 각막 이물,진단은 전체 눈 검사 및 세극등 현미경 검사로 이루어집니다.
각막찰과상 - 각막 이물,가능한 경우 이물질을 제거하고 진통제와 항생제 안약으로 통증 치료를 시도합니다. 안대를 착용하거나 코르티코스테로이드 또는 안구 진통제를 사용하는 것은 일반적으로 권장되지 않습니다.
감기 - 바이러스성 호흡기 감염,바이러스에 의한 가장 흔한 상기도 감염입니다.
감기 - 바이러스성 호흡기 감염,기침으로 배출되는 바이러스가 섞인 비말과 바이러스에 오염된 손과의 접촉을 통해 전염됩니다.
감기 - 바이러스성 호흡기 감염,"재채기, 코 막힘, 목 가려움 또는 통증, 눈물흘림, 기침, 전신병감, 피로감 등이 약 1주일 동안 지속됩니다."
감기 - 바이러스성 호흡기 감염,진단은 문진과 정기적인 신체 검사를 통해 임상적으로 이루어집니다.
감기 - 바이러스성 호흡기 감염,치료는 증상을 조절하는 것을 기반으로 합니다. 대게는 바이러스에 의한 질환이므로 항생제가 필요하지 않습니다. 직접 치료가 필요하지 않은 경우가 많은 평범한 질병입니다.
감염 - 패혈증,"패혈증은 심각한 감염에 대한 방어기전으로, 전신에 걸친 염증 반응이 나타나는 상태입니다."
감염 - 패혈증,가장 흔한 원인은 세균 감염이지만 다른 미생물에 의해 발생할 수도 있습니다.
감염 - 패혈증,"발열 또는 저체온증, 심박수, 호흡수 증가, 오한, 피부 변색/피부 온도의 변화, 손상된 의식 등의 증상이 나타날 수 있습니다."
감염 - 패혈증,"진단은 병력 확인, 신체 검진, 혈액 검사, 검체 배양 및 영상 검사(임상적 의심에 따라)를 통해 이루어집니다."
감염 - 패혈증,조기 항생제 요법을 기반으로 정맥 내 수액 치료와 감염 부위의 신속한 파악을 바탕으로 치료합니다.
감염된 상처,상처 감염은 하나 이상의 미생물 종에 의해 감염되는 것을 말합니다.
감염된 상처,"세균, 곰팡이, 바이러스가 원인이 될 수 있습니다. 상처를 가장 흔하게 감염시키는 미생물의 유형은 상처가 생긴 환경, 개인의 면역 상태, 상처의 깊이에 따라 달라집니다."
감염된 상처,"일반적인 징후와 증상으로 상처 부위의 발적 및 변색, 부종 및 단단함, 딱지 형성, 따가움, 딱딱하거나 긴장된 피부, 붉은 반점 또는 줄무늬가 나타날 수 있으며, 특히 감염이 혈류에 영향을 미친 경우 열이 날 수 있습니다."
감염된 상처,"진단은 관찰, 신체 검진, 징후 및 증상을 토대로 이루어집니다. 세균 상처 배양검사는 감염의 원인이 되는 미생물을 파악하고 가장 효과적인 항균 치료법을 결정하는 데 매우 유용합니다."
감염된 상처,"대부분의 세균성 또는 표재성 바이러스 감염은 치료할 필요 없이 저절로 치유됩니다. 다른 세균 감염은 국소 항균 치료만 필요하며, 절개배액술이 필요한 경우도 있습니다. 심부 감염과 지속성 감염은 보통 경구 항생제로 치료해야 합니다."
감염성 각막염 또는 각막의 감염,각막염은 눈의 투명한 부분인 각막에 염증이 생기는 질환입니다.
감염성 각막염 또는 각막의 감염,"감염성 원인(세균, 바이러스, 곰팡이 및 기생충)이 가장 흔합니다. 오랜 시간 콘택트렌즈 착용, 권장되는 위생 지침 미준수, 안구 코르티코스테로이드 사용, 면역 체계의 변화 등을 위험 요인으로 꼽을 수 있습니다."
감염성 각막염 또는 각막의 감염,"일반적으로 심한 눈 통증, 이물감, 눈 충혈, 눈물, 불편감이나 통증으로 인한 빛에 대한 비정상적인 과민증, 시력 상실 등을 유발합니다."
감염성 각막염 또는 각막의 감염,"자세한 병력 확인, 전체적인 안과 검사, 감염된 부위의 배양 검사를 통해 진단합니다."
감염성 각막염 또는 각막의 감염,"감염성 각막염은 빠르게 진행될 수 있으며 일반적으로 병원균을 제거하기 위해 항균, 항진균 또는 항바이러스 긴급한 치료가 필요합니다."
감염성 심내막염,심내막염은 심내막이라고도 하는 심장 판막과 심실의 안쪽 내층에 생기는 염증입니다.
감염성 심내막염,세균 감염이나 드물게는 바이러스 또는 곰팡이에 의해 발생합니다.
감염성 심내막염,"갑작스럽게 발열, 빠른 심박수, 피로증상이 나타나거나 미열, 체중 감소, 과도발한, 빈혈과 손바닥, 손발톱, 발바닥 및 눈 흰자위에 주근깨와 유사한 피부 반점 등 증상이 서서히 나타날 수 있습니다."
감염성 심내막염,"진단은 철저한 병력 확인, 신체 검사, 심전도, 혈액 배양 검사를 포함한 혈액검사, 흉부 X선 및 심장 초음파를 통해 이루어집니다."
감염성 심내막염,"치료는 정맥내 항생제 투여, 증상의 내과적 치료를 기반으로 이루어집니다. 심각한 합병증이 있는 경우 외과적인 치료가 필요할 수 있습니다."
감염심내막염 (소아청소년과),심내막염은 세균 감염 또는 드물게 바이러스나 진균에 의해 심장 판막과 심실의 안쪽 층에 염증이 생기는 질환입니다.
감염심내막염 (소아청소년과),"초기 염증은 치과 치료를 받은 후에 생긴 상처 또는 피부, 연조직, 뼈 수술의 결과로 발생합니다."
감염심내막염 (소아청소년과),"갑작스럽게 발열, 빠른 심박수, 피로증상이 나타나거나 미열, 체중 감소, 과도발한, 빈혈과 손바닥, 손발톱, 발바닥 및 눈 흰자위에 주근깨와 유사한 피부 반점 등 증상이 서서히 나타날 수 있습니다."
감염심내막염 (소아청소년과),"진단은 자세한 병력 확인, 신체 검진, 심전도,  혈액 배양 검사를 포함한 혈액검사, 흉부 X선 및 심장 초음파(Duke 진단 기준)를 통해 이루어집니다."
감염심내막염 (소아청소년과),"치료는 정맥내 항생제 투여, 증상의 의학적 치료를 기반으로 합니다. 심각한 합병증이 있는 경우 외과적 치료가 필요할 수 있습니다."
갑상샘중독발작-갑상선중독증,갑상선 호르몬의 급격한 증가로 인해 유발되는 질병입니다.
갑상샘중독발작-갑상선중독증,"수술, 외상, 분만 또는 급격한 요오드 증가와 같은 원인으로 유발된 치료되지 않은 갑상선기능항진증 환자(진단되지 않은 경우가 많음)에게서 발생할 수 있습니다."
갑상샘중독발작-갑상선중독증,"증상으로는 빈맥 및 부정맥, 안절부절함, 정신착란, 설사, 떨림, 발한 및 발열 등이 있습니다."
갑상샘중독발작-갑상선중독증,진단은 문진과 신체 검사를 통해 임상적으로 이루어집니다. 혈액검사를 통해 확진됩니다.
갑상샘중독발작-갑상선중독증,갑상선 호르몬의 생성을 차단하는 약물 치료를 통해 조기에 집중치료를 받아야 합니다. 내과의사의 즉각적인 의학적 응급처치가 필요한 상황으로 간주됩니다.
갑상선기능저하증,갑상선에서 생성되는 호르몬이 감소했거나 결여된 것입니다. 여성과 60세 이상의 연령층에서 더 흔하게 발생합니다.
갑상선기능저하증,"자가면역질환(하시모토병), 갑상선 결절, 갑상선염, 갑상선의 부분적 또는 전체적인 수술적 제거, 일부 약물의 부작용, 갑상선 방사선 치료, 유전성 또는 선천성 갑상선 기능 저하증 등의 다양한 원인이 존재합니다."
갑상선기능저하증,"피로, 체중 증가, 얼굴 부기, 추위에 대한 불내성, 관절 및 근육 통증, 변비, 피부 건조, 가늘고 건조한 모발, 발한 감소, 월경 과다 또는 불규칙한 월경, 생식능력의 감소, 우울증, 심박수 감소 등의 증상이 나타날 수 있습니다."
갑상선기능저하증,"갑상선 호르몬 수치가 낮은 경우 문진, 전체적인 신체 검진 및 혈액 검사를 통해 진단을 내립니다."
갑상선기능저하증,치료는 유발 원인을 치료하고 매일 합성 갑상선 호르몬을 투여하여 호르몬 결핍을 교정하는 것을 목표로 합니다.
갑상선기능항진증 - 그레이브스병,갑상샘의 정상적인 기능이 증가함에 따라 이차적으로 발생한 갑상샘호르몬 증가 증상입니다. 20세 이상의 여성에게 흔히 발생합니다.
갑상선기능항진증 - 그레이브스병,"기원은 자가면역으로, 환자의 면역체계가 자신의 생체 조직을 공격하는 항체를 생성합니다. 항체는 세포를 손상하고 세포의 기능 능력을 악화시킵니다. 이 질환에 걸리면 항체가 갑상선을 촉진하여 혈류에서 과도한 양의 갑상선 호르몬을 생성하고 분리합니다."
갑상선기능항진증 - 그레이브스병,"가장 흔한 증상으로는 갑상선종(갑상선 부종), 눈 부종(안구 돌출), 국소 종창(점액 부종) 등이 있습니다. 떨림, 빈맥, 신경과민, 불면증, 과도발한, 체중감소 등이 특징적으로 나타날 수 있습니다."
갑상선기능항진증 - 그레이브스병,진단은 문진과 신체 검사를 통해 임상적으로 이루어집니다. 또 다른 요구 사항 중 하나는 갑상샘호르몬의 과잉을 확인하기 위한 혈액 분석입니다. 갑상샘의 진단을 완료하려면 영상 검사가 필요할 수 있습니다.
갑상선기능항진증 - 그레이브스병,"기본적인 치료는 약물, 동위원소(방사성요오드 치료)또는 외과적 수술을 통해 갑상샘 활동을 감소시키는 것입니다. 베타차단제는 증상을 빠르게 개선시킵니다."
강박장애 - OCD,"강박적 사고는 침입적이고 반복적인 생각으로, 불안을 유발합니다. 강박 행동은 일반적으로 강박 관념으로 인해 발생하는 불안을 감소시키는 의식적이고 정형화된 반복적인 행동을 말합니다."
강박장애 - OCD,"강박장애(OCD)란 이러한 불안을 줄이려는 강박사고와 강박행위가 특징이며, 강박장애로 고통을 받는 대부분의 사람은 정상적인 생활이 어렵습니다. 이는 남녀 모두에게 동일하게 영향을 미치는 매우 흔한 정신 질환입니다. 강박장애는 유년기나 청소년기, 일반적으로 25세 이전에 나타납니다."
강박장애 - OCD,"강박장애(OCD)와 관련된 증상은 크게 네 가지 그룹으로 나뉩니다. 1) 오염에 관한 강박사고: 오염 노출에 대한 회피, 지속적인 청결에 대한 행동을 유발합니다. 2) 끊임없이 의심하는 강박사고: 반복적으로 확인합니다. 3) 침투적 사고: 성적 행동이나 공격적인 행동처럼 비난받을 수 있는 행위가 떠오릅니다. 4) 시간 통제에 관한 사고: 결정을 하지 못하여 행동이 극도로 느려집니다."
강박장애 - OCD,진단은 정신과전문의의 문진를 통해 임상적으로 진행됩니다.
강박장애 - OCD,"치료는 일반적으로 """"노출 및 반응 예방""""의 행동치료와 약물 치료를 하며, 두 치료를 병행하는 것이 더 좋은 치료 효과를 얻을 수 있습니다."
강직성 척추염,척추 및 다른 관절의 진행성 통증과 경직을 동반하는 만성 자가면역 류마티스병입니다.
